日期,当前持仓,调整后方案
2023-11-27,1.0959206426530974,1.1277304971746238
2023-11-28,1.0964755030465292,1.129205102545706
2023-11-29,1.097224690272627,1.1284169039526692
2023-11-30,1.0973132165615311,1.1286480441632487
2023-12-01,1.0975259468256287,1.1306672320455255
2023-12-04,1.0992345231268386,1.1290141951525927
2023-12-05,1.0973488225611472,1.1264183054139427
2023-12-06,1.0971490171755431,1.1252832695015595
2023-12-07,1.097670023196104,1.1289707742083956
2023-12-08,1.0976220742462077,1.1298840060231903
2023-12-11,1.096494119602323,1.1311468297390037
2023-12-12,1.0961488799779173,1.1328351628065811
2023-12-13,1.0960335006977437,1.1349789009258513
2023-12-14,1.0988438682594313,1.1375793942068277
2023-12-15,1.09882787862516,1.1368385631387234
2023-12-18,1.0990967616911316,1.1377491478488981
2023-12-19,1.0992958398185757,1.1398159407751793
2023-12-20,1.0998704506790358,1.1350933876318157
2023-12-21,1.0998037558991036,1.1392381790682378
2023-12-22,1.1008604339011254,1.1402680915877994
2023-12-25,1.101142753288272,1.1409805769190637
2023-12-26,1.1018980341716662,1.1419036450130016
2023-12-27,1.1028328052156922,1.1438331182809147
2023-12-28,1.103127991495748,1.1460414796887513
2023-12-29,1.102577581476822,1.144206817401409
2023-12-31,1.1027050919879282,1.1442637187081033
2024-01-02,1.1035952202244304,1.1404562848987738
2024-01-03,1.1028651623353367,1.138032388752499
2024-01-04,1.1026482762073007,1.1353271575214101
2024-01-05,1.1027974106773137,1.1350289011557355
2024-01-08,1.1029889535649648,1.138249259872189
2024-01-09,1.1031526420858784,1.1385691198102872
2024-01-10,1.103114678279091,1.14015212184921
2024-01-11,1.1032454980097859,1.1415591180416536
2024-01-12,1.1034277184319994,1.1416357397144932
2024-01-15,1.104811573244515,1.1429633344936465
2024-01-16,1.1046717159848658,1.1427585636718784
2024-01-17,1.1032023021670192,1.137184427053783
2024-01-18,1.1030993246792988,1.1412941614579442
2024-01-19,1.1045909976400992,1.14666565580385
2024-01-22,1.1046762452540013,1.144040451078317
2024-01-23,1.1047230134218662,1.1459420251593382
2024-01-24,1.1047634787645766,1.147807343899991
2024-01-25,1.1043036913590238,1.1507004732517165
2024-01-26,1.1053237508323488,1.150478459411603
2024-01-29,1.105690014954875,1.1521460036603801
2024-01-30,1.106514235650416,1.1492716508656335
2024-01-31,1.1066038073638562,1.1427321850294527
2024-02-01,1.106788127563316,1.1464045450626918
2024-02-02,1.1082526277674265,1.1495361879538126
2024-02-05,1.1074666576926362,1.1476388727070885
2024-02-06,1.1067834067866977,1.1524420558126862
